0,60|0,40|$12.616,86
0,80|0,40|$14.967,31
1,00|0,40|$16.788,14
1,20|0,40|$19.378,81
1,00|0,60|$22.890,41
1,00|0,90|$26.923,38
1,00|1,00|$24.321,07
1,20|1,00|$25.621,65
1,50|1,00|$29.263,31
1,20|1,10|$26.662,13
1,50|1,10|$30.563,90
1,50|1,50|$38.389,59
1,20|2,00|$58.526,63
1,50|2,00|$71.533,60
1,80|2,00|$75.434,32
2,00|2,00|$84.538,46
