0,60|0,40|$48.694,16
0,80|0,40|$53.982,93
1,00|0,40|$63.302,40
1,20|0,40|$70.336,00
1,00|0,60|$76.558,03
1,00|0,90|$85.079,50
1,00|1,00|$91.977,85
1,20|1,00|$101.446,16
1,50|1,00|$122.072,46
1,20|1,10|$106.450,83
1,50|1,10|$121.059,08
1,50|1,50|$156.227,07
1,20|2,00|$222.505,22
1,50|2,00|$269.035,19
1,80|2,00|$282.899,50
2,00|2,00|$310.426,40
